suite,text,source,term,key_pos,T,pred_term_mean_on_key,predicted_mass_delta_sign,actual_mass_delta,actual_mass_delta_sign,sign_match,head_A_rel,head_Y_delta_rel,logit_rel,kl_orig_to_patch,top1_match,loss_delta
code,Find the bug in this Python code: def f(x): return x.append(1),16:1,k_affine,4,18,-5.341343879699707,1,0.0014213690947144642,1,True,0.005342526827007532,0.11201504617929459,0.0012991189723834395,0.0002209895319538191,1.0,0.0001862049102783203
code,Find the bug in this Python code: def f(x): return x.append(1),16:1,k_affine,8,18,-3.1620566844940186,1,0.0002152318802473019,1,True,0.0007021997007541358,0.016212500631809235,0.001015275251120329,0.0001259106647921726,1.0,-0.0006837844848632812
code,Find the bug in this Python code: def f(x): return x.append(1),16:1,k_affine,17,18,-5.7141900062561035,1,0.00033634123008141614,1,True,0.002018054248765111,0.05182141810655594,0.0,-3.5467996895022225e-07,1.0,0.0
math,"Solve: if 3x + 5 = 20, what is x?",16:1,k_affine,0,19,7.021424770355225,-1,-0.11852127313613892,-1,True,0.20959456264972687,3.9197957515716553,0.012486769817769527,0.002108978107571602,1.0,-0.0060395002365112305
math,"Solve: if 3x + 5 = 20, what is x?",16:1,k_affine,1,19,-3.971054792404175,1,0.0017325682056252845,1,True,0.005619820207357407,0.17470145225524902,0.001824308536015451,0.0002491626364644617,1.0,-0.00015747547149658203
math,"Solve: if 3x + 5 = 20, what is x?",16:1,k_affine,2,19,-3.473191976547241,1,0.0013366144739848096,1,True,0.00382306263782084,0.10244990885257721,0.0016833828995004296,0.00017906214634422213,1.0,0.00028634071350097656
math,"Solve: if 3x + 5 = 20, what is x?",16:1,k_affine,3,19,-4.1270647048950195,1,0.00158544762780366,1,True,0.004132787697017193,0.10134400427341461,0.0016644486458972096,0.00016525355749763548,1.0,-0.0001761913299560547
math,"Solve: if 3x + 5 = 20, what is x?",16:1,k_affine,4,19,-6.4612321853637695,1,0.0009338799811757781,1,True,0.0033059713896363974,0.10540453344583511,0.00161226827185601,0.0001925788528751582,1.0,-0.002556920051574707
math,"Solve: if 3x + 5 = 20, what is x?",16:1,k_affine,8,19,-10.562920570373535,1,0.017717350939960852,1,True,0.07434868067502975,2.173814535140991,0.006470119580626488,0.0003013475507032126,1.0,-0.00017893314361572266
math,"Solve: if 3x + 5 = 20, what is x?",16:1,k_affine,18,19,-4.695745944976807,1,0.0006456060909840744,1,True,0.003978820983320475,0.08958029747009277,0.0,1.6239027900155634e-08,1.0,0.0
math,Explain the derivative of sin(x) * exp(x).,16:1,k_affine,0,12,7.025191307067871,-1,-0.09558260440826416,-1,True,0.21315522491931915,4.037621974945068,0.01092991977930069,0.010441552847623825,1.0,-0.007916450500488281
math,Explain the derivative of sin(x) * exp(x).,16:1,k_affine,1,12,-4.629463195800781,1,0.0018709586511249654,1,True,0.008702012710273266,0.1893463432788849,0.0013062419602647424,9.563396451994777e-05,1.0,-0.0026235580444335938
math,Explain the derivative of sin(x) * exp(x).,16:1,k_affine,2,12,-6.076873779296875,1,0.0032376353146901238,1,True,0.01002452615648508,0.20778542757034302,0.0013584218686446548,0.00014866061974316835,1.0,-0.0026421546936035156
math,Explain the derivative of sin(x) * exp(x).,16:1,k_affine,3,12,-6.497173309326172,1,0.0008131321299060801,1,True,0.003582336474210024,0.06351076066493988,0.0012395295780152082,0.00014284510689321905,1.0,-0.001535177230834961
math,Explain the derivative of sin(x) * exp(x).,16:1,k_affine,4,12,-6.645557403564453,1,0.00029675197268375086,1,True,0.0007920177304185927,0.01913681998848915,0.001101033529266715,0.0001342421310255304,1.0,-0.0024411678314208984
math,Explain the derivative of sin(x) * exp(x).,16:1,k_affine,8,12,-4.978659629821777,1,0.0005728292417188641,1,True,0.0021144896745681763,0.05044686049222946,0.0007881285855546594,2.4199069230235182e-05,1.0,-3.814697265625e-06
math,Explain the derivative of sin(x) * exp(x).,16:1,k_affine,11,12,-3.2513396739959717,1,3.8194898934307275e-05,1,True,0.00018711856682784855,0.003857889212667942,0.0,-2.601579467409465e-07,1.0,0.0
math,What is the quadratic formula and when is it used?,16:1,k_affine,0,11,7.0175018310546875,-1,-0.2572290301322937,-1,True,0.4195680618286133,8.175166130065918,0.028526226058602333,0.006736680865287781,1.0,-0.024558544158935547
math,What is the quadratic formula and when is it used?,16:1,k_affine,1,11,-4.597529411315918,1,0.005272590864478843,1,True,0.01760002039372921,0.46863728761672974,0.0025527437683194876,0.00020916994253639132,1.0,-0.0009198188781738281
math,What is the quadratic formula and when is it used?,16:1,k_affine,2,11,-3.4843099117279053,1,0.008518703340087086,1,True,0.022460661828517914,0.48713546991348267,0.002157144481316209,0.0001243145961780101,1.0,-0.0031518936157226562
math,What is the quadratic formula and when is it used?,16:1,k_affine,3,11,-5.2132062911987305,1,0.0012087701297787135,1,True,0.003306975355371833,0.08463110774755478,0.0016575473127886653,0.00012000113201793283,1.0,-0.0002181529998779297
math,What is the quadratic formula and when is it used?,16:1,k_affine,4,11,-5.454224109649658,1,0.0013090568163534044,1,True,0.004674243275076151,0.10503779351711273,0.0013351121451705694,5.014987618778832e-05,1.0,-0.0004935264587402344
math,What is the quadratic formula and when is it used?,16:1,k_affine,8,11,-5.226387977600098,1,0.0012331327920946933,1,True,0.0043600015342235565,0.08236393332481384,0.0006658612983301282,2.5044042558874935e-05,1.0,0.00044417381286621094
math,What is the quadratic formula and when is it used?,16:1,k_affine,10,11,-2.688779830932617,1,0.00011300527330604382,1,True,0.0005301819182932377,0.011313686147332191,0.0,-1.0153746643482009e-07,1.0,0.0
math,Simplify: (x + 2)^2 - x^2.,16:1,k_affine,0,15,7.019746780395508,-1,-0.0940825343132019,-1,True,0.18342432379722595,4.123136520385742,0.017520422115921974,0.004067031666636467,1.0,-0.005036592483520508
math,Simplify: (x + 2)^2 - x^2.,16:1,k_affine,1,15,-4.258033752441406,1,0.0006809398983023129,1,True,0.0026399351190775633,0.07602502405643463,0.0016229040920734406,0.00010454560106154531,1.0,0.0002611875534057617
math,Simplify: (x + 2)^2 - x^2.,16:1,k_affine,2,15,-4.296558856964111,1,0.00015827470042495406,1,True,0.0007446762756444514,0.019594410434365273,0.0015451349318027496,0.00015382538549602032,1.0,-0.0016901493072509766
math,Simplify: (x + 2)^2 - x^2.,16:1,k_affine,3,15,-4.703996181488037,1,0.00025230607116100146,1,True,0.0011521871201694012,0.030433839187026024,0.001487566507421434,0.00010029981785919517,1.0,-0.0002193450927734375
math,Simplify: (x + 2)^2 - x^2.,16:1,k_affine,4,15,-6.00904655456543,1,0.0006070456105362609,1,True,0.0015087826177477837,0.03425527736544609,0.0012983890483155847,8.686917135491967e-05,1.0,0.0006456375122070312
math,Simplify: (x + 2)^2 - x^2.,16:1,k_affine,8,15,-6.92941427230835,1,0.037376550051703816,1,True,0.12483865767717361,3.37827205657959,0.014046459458768368,0.003225552849471569,1.0,-0.006520271301269531
math,Simplify: (x + 2)^2 - x^2.,16:1,k_affine,14,15,-4.18434476852417,1,0.0004180050973445759,1,True,0.0022895801812410355,0.05912010744214058,0.0,-1.8487719444237882e-07,1.0,0.0
text,Summarize why rivers are important for cities.,16:1,k_affine,0,10,7.017327308654785,-1,-0.09619855880737305,-1,True,0.16757650673389435,2.851536512374878,0.008989845402538776,0.0017586478497833014,1.0,-0.004669189453125
text,Summarize why rivers are important for cities.,16:1,k_affine,1,10,-7.535409450531006,1,0.001912269921490406,1,True,0.004390258342027664,0.12535595893859863,0.0015334140043705702,6.991822010604665e-05,1.0,-0.0007748603820800781
text,Summarize why rivers are important for cities.,16:1,k_affine,2,10,-8.454835891723633,1,0.007909826352602067,1,True,0.0217332374304533,0.5713977217674255,0.0025652633048594,0.00016995868645608425,1.0,-0.0017414093017578125
text,Summarize why rivers are important for cities.,16:1,k_affine,3,10,-3.906245470046997,1,0.0022883070887473878,1,True,0.005000182893127203,0.10031607002019882,0.001568594016134739,8.27525946078822e-05,1.0,-0.000370025634765625
text,Summarize why rivers are important for cities.,16:1,k_affine,4,10,-4.337951183319092,1,0.0008604868799011456,1,True,0.0020974623039364815,0.0499691516160965,0.0012322786496952176,9.942999167833477e-05,1.0,-0.0002923011779785156
text,Summarize why rivers are important for cities.,16:1,k_affine,8,10,-5.227351665496826,1,0.00030045598032302223,1,True,0.001312958775088191,0.027877431362867355,0.00046118878526613116,2.8176509658806026e-05,1.0,-0.0012969970703125
text,Summarize why rivers are important for cities.,16:1,k_affine,9,10,-3.965855360031128,1,0.00033655241213637055,1,True,0.0015051396330818534,0.0294138565659523,0.0,3.085443722739001e-07,1.0,0.0
text,Explain the difference between a planet and a star.,16:1,k_affine,0,11,7.024364471435547,-1,-0.10473412275314331,-1,True,0.21659891307353973,3.908194065093994,0.009889936074614525,0.0032297393772751093,1.0,-0.0025510787963867188
text,Explain the difference between a planet and a star.,16:1,k_affine,1,11,-4.630930423736572,1,0.003220881462766556,1,True,0.010364887304604053,0.2257068008184433,0.0016267960891127586,8.769405394559726e-05,1.0,0.00039458274841308594
text,Explain the difference between a planet and a star.,16:1,k_affine,2,11,-6.078023910522461,1,0.004389824937788944,1,True,0.012760402634739876,0.26471415162086487,0.0014772738795727491,6.334173667710274e-05,1.0,-0.0015947818756103516
text,Explain the difference between a planet and a star.,16:1,k_affine,3,11,-7.624682426452637,1,0.001571843505985271,1,True,0.003265640465542674,0.07307224720716476,0.0014002789976075292,4.695914685726166e-05,1.0,0.00040078163146972656
text,Explain the difference between a planet and a star.,16:1,k_affine,4,11,-8.081820487976074,1,0.0034292269872366887,1,True,0.010005228221416473,0.1980188935995102,0.0011864653788506985,5.0438004109309986e-05,1.0,-0.0006220340728759766
text,Explain the difference between a planet and a star.,16:1,k_affine,8,11,-6.468858242034912,1,0.004593986174768361,1,True,0.020211471244692802,0.4216739237308502,0.001499857404269278,2.3685186533839442e-05,1.0,0.00027251243591308594
text,Explain the difference between a planet and a star.,16:1,k_affine,10,11,-3.360058307647705,1,0.00037460885778273223,1,True,0.0017570169875398278,0.03146267682313919,0.0,-2.690470637389808e-07,1.0,0.0
text,Describe how plants grow from seeds.,16:1,k_affine,0,7,7.023783206939697,-1,-0.2509261965751648,-1,True,0.39425647258758545,7.734907150268555,0.023476261645555496,0.008697284385561943,1.0,-0.0072803497314453125
text,Describe how plants grow from seeds.,16:1,k_affine,1,7,-3.7871227264404297,1,0.0068352868693182245,1,True,0.012373792938888073,0.2497277855873108,0.0015721805393695831,0.00010841948096640408,1.0,0.0022344589233398438
text,Describe how plants grow from seeds.,16:1,k_affine,2,7,-4.646666526794434,1,0.002495167862434755,1,True,0.004390122834593058,0.10305693000555038,0.0012750157620757818,9.360442345496267e-05,1.0,0.0018374919891357422
text,Describe how plants grow from seeds.,16:1,k_affine,3,7,-4.762374401092529,1,0.012339354019786697,1,True,0.040859319269657135,0.8103103041648865,0.002963149221614003,9.956588473869488e-05,1.0,-1.7642974853515625e-05
text,Describe how plants grow from seeds.,16:1,k_affine,4,7,-4.963560104370117,1,0.01623262497014366,1,True,0.0598280169069767,1.5042449235916138,0.005056809168308973,0.000360285077476874,1.0,0.006133556365966797
text,Describe how plants grow from seeds.,16:1,k_affine,6,7,-2.830000877380371,1,0.00016948156735452358,1,True,0.0006343265995383263,0.011442535556852818,0.0,1.6470119135192363e-07,1.0,0.0
text,Write a calm paragraph about ocean waves.,16:1,k_affine,0,8,7.023367881774902,-1,-0.09200191497802734,-1,True,0.1695299595594406,3.26021409034729,0.008164150640368462,0.0032819106709212065,1.0,0.004258155822753906
text,Write a calm paragraph about ocean waves.,16:1,k_affine,1,8,-5.524049758911133,1,0.001315149404490512,1,True,0.00213004183024168,0.05577988922595978,0.001343072741292417,0.00010429116082377732,1.0,-0.0015573501586914062
text,Write a calm paragraph about ocean waves.,16:1,k_affine,2,8,-4.438202857971191,1,0.0011391328134777723,1,True,0.002186487428843975,0.05048494413495064,0.0012049846118316054,0.00011894058843608946,1.0,-0.0007901191711425781
text,Write a calm paragraph about ocean waves.,16:1,k_affine,3,8,-8.007441520690918,1,0.004650605405117858,1,True,0.014878208748996258,0.3418160378932953,0.0016645969590172172,0.00011852366151288152,1.0,0.00015306472778320312
text,Write a calm paragraph about ocean waves.,16:1,k_affine,4,8,-5.259462356567383,1,0.01184046917478554,1,True,0.030069364234805107,0.6553988456726074,0.0019252295605838299,0.00026194052770733833,1.0,0.0036458969116210938
text,Write a calm paragraph about ocean waves.,16:1,k_affine,7,8,-3.6746175289154053,1,0.0003729728268808685,1,True,0.0014919170644134283,0.02689957432448864,0.0,-1.2770419743901584e-07,1.0,0.0
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",16:1,k_affine,0,20,7.009712219238281,-1,-0.09824389219284058,-1,True,0.154279425740242,2.8533380031585693,0.01074457261711359,0.0034847233910113573,1.0,0.000682830810546875
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",16:1,k_affine,1,20,-4.679553508758545,1,0.001257328784049605,1,True,0.0036370069719851017,0.09498588740825653,0.0016177676152437925,0.00012763575068674982,1.0,0.0015664100646972656
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",16:1,k_affine,2,20,-4.3183512687683105,1,0.0016230738419835689,1,True,0.004300314467400312,0.09548486024141312,0.0013938952470198274,0.0001397566229570657,1.0,-0.00011682510375976562
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",16:1,k_affine,3,20,-6.5163092613220215,1,0.006614260632886726,1,True,0.02501242607831955,0.49260807037353516,0.002210872247815132,0.00018549768719822168,1.0,-0.0011515617370605469
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",16:1,k_affine,4,20,-8.297523498535156,1,0.019194765782685863,1,True,0.08319616317749023,1.4703885316848755,0.007513160817325115,0.0005408694269135594,1.0,0.0009279251098632812
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",16:1,k_affine,8,20,-6.483038425445557,1,0.0038609417370025767,1,True,0.011954519897699356,0.21450169384479523,0.0016264875885099173,0.00014471809845417738,1.0,0.0008254051208496094
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",16:1,k_affine,19,20,-4.730940341949463,1,0.00029308470834621403,1,True,0.0018537872238084674,0.03917340561747551,0.0,-1.7625754367145419e-07,1.0,0.0
symbols,Path: /home/user/project/src/main.py --flag=true,16:1,k_affine,0,12,7.0257487297058105,-1,-0.15254122018814087,-1,True,0.22855783998966217,5.555946350097656,0.018894152715802193,0.01259327307343483,0.9090909361839294,-0.0033850669860839844
symbols,Path: /home/user/project/src/main.py --flag=true,16:1,k_affine,1,12,-4.168006896972656,1,0.004909198061795905,1,True,0.011511852964758873,0.32785069942474365,0.0018877298571169376,0.00018707523122429848,1.0,-0.0015287399291992188
symbols,Path: /home/user/project/src/main.py --flag=true,16:1,k_affine,2,12,-6.474165916442871,1,0.0032023957928686286,1,True,0.007036895491182804,0.16063976287841797,0.0014206904452294111,0.00011601218284340575,1.0,-0.0005774497985839844
symbols,Path: /home/user/project/src/main.py --flag=true,16:1,k_affine,3,12,-9.604169845581055,1,0.023878834035713226,1,True,0.07919249683618546,1.8503986597061157,0.007999904453754425,0.003056985093280673,1.0,-0.010114192962646484
symbols,Path: /home/user/project/src/main.py --flag=true,16:1,k_affine,4,12,-6.516094207763672,1,0.01582687696100038,1,True,0.05039465054869652,1.0480433702468872,0.0033601641189306974,0.0003594695881474763,1.0,-0.005384922027587891
symbols,Path: /home/user/project/src/main.py --flag=true,16:1,k_affine,8,12,-9.469629287719727,1,0.002270018649781491,1,True,0.009126494638621807,0.17784000933170319,0.001458587939850986,4.271278521628119e-05,1.0,-0.0004687309265136719
symbols,Path: /home/user/project/src/main.py --flag=true,16:1,k_affine,11,12,-5.25876522064209,1,0.00018997676136223163,1,True,0.0009308151202276349,0.018889961764216423,0.0,-1.2945133676112164e-07,1.0,0.0
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",16:1,k_affine,0,28,7.023181915283203,-1,-0.24005496501922607,-1,True,0.32431602478027344,6.535469055175781,0.03445090353488922,0.016678614541888237,1.0,0.0065253376960754395
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",16:1,k_affine,1,28,-4.716000556945801,1,0.00025343665038235486,1,True,0.0006030698423273861,0.015568784438073635,0.001673613558523357,6.585233495570719e-05,1.0,-0.00036138296127319336
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",16:1,k_affine,2,28,-5.392340183258057,1,0.0030762681271880865,1,True,0.00924814771860838,0.20505023002624512,0.0020037831272929907,0.0001356482389383018,1.0,-0.0005818605422973633
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",16:1,k_affine,3,28,-6.582645893096924,1,0.005905124849959975,1,True,0.015679512172937393,0.35312193632125854,0.0026048559229820967,0.00013879123434890062,1.0,-0.00012433528900146484
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",16:1,k_affine,4,28,-8.027883529663086,1,0.03708489335622289,1,True,0.11253871768712997,2.0490052700042725,0.010888954624533653,0.0011996424291282892,1.0,-0.0011963248252868652
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",16:1,k_affine,8,28,-8.761941909790039,1,0.06236320832340425,1,True,0.13200607895851135,3.3074607849121094,0.016789456829428673,0.0007619439857080579,1.0,0.00037914514541625977
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",16:1,k_affine,27,28,-5.823395252227783,1,0.0013992474309816316,1,True,0.010474639013409615,0.2604144513607025,0.0,-7.908042931603632e-08,1.0,0.0
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),16:1,k_affine,0,19,7.026315212249756,-1,-0.13442999124526978,-1,True,0.23176345229148865,4.20873498916626,0.015326808206737041,0.010783554054796696,1.0,-0.001789093017578125
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),16:1,k_affine,1,19,-5.11605978012085,1,0.0006018937319822726,1,True,0.001962692243978381,0.042058248072862625,0.001612677937373519,0.0003066440112888813,1.0,-0.00020885467529296875
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),16:1,k_affine,2,19,-4.4138689041137695,1,0.0005268655490908714,1,True,0.0014353070873767138,0.03690752014517784,0.0013732543447986245,0.00021657462639268488,1.0,-0.0010395050048828125
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),16:1,k_affine,3,19,-4.983758449554443,1,0.0002449596107680918,1,True,0.0006981415208429098,0.014010446146130562,0.0013262782013043761,0.00017499143723398447,1.0,0.0011904239654541016
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),16:1,k_affine,4,19,-6.505168437957764,1,0.007087920439516893,1,True,0.02338809333741665,0.44052785634994507,0.0025597193744033575,0.00028359354473650455,1.0,-0.0010790824890136719
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),16:1,k_affine,8,19,-6.0263142585754395,1,0.013273358985316008,1,True,0.054962072521448135,1.1789454221725464,0.004982728976756334,0.0015159533359110355,1.0,-0.001054525375366211
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),16:1,k_affine,18,19,-6.462109088897705,1,0.001081946852764304,1,True,0.0066707138903439045,0.14299602806568146,0.0,1.8860749406712785e-08,1.0,0.0
