suite,text,source,term,key_pos,T,pred_term_mean_on_key,predicted_mass_delta_sign,actual_mass_delta,actual_mass_delta_sign,sign_match,head_A_rel,head_Y_delta_rel,logit_rel,kl_orig_to_patch,top1_match,loss_delta
code,Implement binary search over a sorted list in Python.,11:11,vo_bias,8,10,,0,0.0,0,,0.0,7.161393642425537,0.08014359325170517,0.1235087588429451,1.0,0.0714569091796875
code,Implement binary search over a sorted list in Python.,11:11,vo_bias,9,10,,0,0.0,0,,0.0,7.161393642425537,0.08014359325170517,0.1235087588429451,1.0,0.0714569091796875
code,Explain what this code does: for i in range(n): total += arr[i],11:11,vo_bias,0,18,,0,0.0,0,,0.0,7.376048564910889,0.07698877155780792,0.11884532123804092,1.0,-0.018218278884887695
code,Explain what this code does: for i in range(n): total += arr[i],11:11,vo_bias,1,18,,0,0.0,0,,0.0,7.376048564910889,0.07698877155780792,0.11884532123804092,1.0,-0.018218278884887695
code,Explain what this code does: for i in range(n): total += arr[i],11:11,vo_bias,2,18,,0,0.0,0,,0.0,7.376048564910889,0.07698877155780792,0.11884532123804092,1.0,-0.018218278884887695
code,Explain what this code does: for i in range(n): total += arr[i],11:11,vo_bias,3,18,,0,0.0,0,,0.0,7.376048564910889,0.07698877155780792,0.11884532123804092,1.0,-0.018218278884887695
code,Explain what this code does: for i in range(n): total += arr[i],11:11,vo_bias,4,18,,0,0.0,0,,0.0,7.376048564910889,0.07698877155780792,0.11884532123804092,1.0,-0.018218278884887695
code,Explain what this code does: for i in range(n): total += arr[i],11:11,vo_bias,8,18,,0,0.0,0,,0.0,7.376048564910889,0.07698877155780792,0.11884532123804092,1.0,-0.018218278884887695
code,Explain what this code does: for i in range(n): total += arr[i],11:11,vo_bias,17,18,,0,0.0,0,,0.0,7.376048564910889,0.07698877155780792,0.11884532123804092,1.0,-0.018218278884887695
code,Find the bug in this Python code: def f(x): return x.append(1),11:11,vo_bias,0,18,,0,0.0,0,,0.0,7.165502548217773,0.12913262844085693,0.33409225940704346,0.9411764740943909,-0.061339616775512695
code,Find the bug in this Python code: def f(x): return x.append(1),11:11,vo_bias,1,18,,0,0.0,0,,0.0,7.165502548217773,0.12913262844085693,0.33409225940704346,0.9411764740943909,-0.061339616775512695
code,Find the bug in this Python code: def f(x): return x.append(1),11:11,vo_bias,2,18,,0,0.0,0,,0.0,7.165502548217773,0.12913262844085693,0.33409225940704346,0.9411764740943909,-0.061339616775512695
code,Find the bug in this Python code: def f(x): return x.append(1),11:11,vo_bias,3,18,,0,0.0,0,,0.0,7.165502548217773,0.12913262844085693,0.33409225940704346,0.9411764740943909,-0.061339616775512695
code,Find the bug in this Python code: def f(x): return x.append(1),11:11,vo_bias,4,18,,0,0.0,0,,0.0,7.165502548217773,0.12913262844085693,0.33409225940704346,0.9411764740943909,-0.061339616775512695
code,Find the bug in this Python code: def f(x): return x.append(1),11:11,vo_bias,8,18,,0,0.0,0,,0.0,7.165502548217773,0.12913262844085693,0.33409225940704346,0.9411764740943909,-0.061339616775512695
code,Find the bug in this Python code: def f(x): return x.append(1),11:11,vo_bias,17,18,,0,0.0,0,,0.0,7.165502548217773,0.12913262844085693,0.33409225940704346,0.9411764740943909,-0.061339616775512695
math,"Solve: if 3x + 5 = 20, what is x?",11:11,vo_bias,0,19,,0,0.0,0,,0.0,7.303208351135254,0.07891257852315903,0.15592047572135925,0.8888888955116272,0.020415782928466797
math,"Solve: if 3x + 5 = 20, what is x?",11:11,vo_bias,1,19,,0,0.0,0,,0.0,7.303208351135254,0.07891257852315903,0.15592047572135925,0.8888888955116272,0.020415782928466797
math,"Solve: if 3x + 5 = 20, what is x?",11:11,vo_bias,2,19,,0,0.0,0,,0.0,7.303208351135254,0.07891257852315903,0.15592047572135925,0.8888888955116272,0.020415782928466797
math,"Solve: if 3x + 5 = 20, what is x?",11:11,vo_bias,3,19,,0,0.0,0,,0.0,7.303208351135254,0.07891257852315903,0.15592047572135925,0.8888888955116272,0.020415782928466797
math,"Solve: if 3x + 5 = 20, what is x?",11:11,vo_bias,4,19,,0,0.0,0,,0.0,7.303208351135254,0.07891257852315903,0.15592047572135925,0.8888888955116272,0.020415782928466797
math,"Solve: if 3x + 5 = 20, what is x?",11:11,vo_bias,8,19,,0,0.0,0,,0.0,7.303208351135254,0.07891257852315903,0.15592047572135925,0.8888888955116272,0.020415782928466797
math,"Solve: if 3x + 5 = 20, what is x?",11:11,vo_bias,18,19,,0,0.0,0,,0.0,7.303208351135254,0.07891257852315903,0.15592047572135925,0.8888888955116272,0.020415782928466797
math,Explain the derivative of sin(x) * exp(x).,11:11,vo_bias,0,12,,0,0.0,0,,0.0,7.376730918884277,0.09672291576862335,0.15656274557113647,0.9090909361839294,0.004191398620605469
math,Explain the derivative of sin(x) * exp(x).,11:11,vo_bias,1,12,,0,0.0,0,,0.0,7.376730918884277,0.09672291576862335,0.15656274557113647,0.9090909361839294,0.004191398620605469
math,Explain the derivative of sin(x) * exp(x).,11:11,vo_bias,2,12,,0,0.0,0,,0.0,7.376730918884277,0.09672291576862335,0.15656274557113647,0.9090909361839294,0.004191398620605469
math,Explain the derivative of sin(x) * exp(x).,11:11,vo_bias,3,12,,0,0.0,0,,0.0,7.376730918884277,0.09672291576862335,0.15656274557113647,0.9090909361839294,0.004191398620605469
math,Explain the derivative of sin(x) * exp(x).,11:11,vo_bias,4,12,,0,0.0,0,,0.0,7.376730918884277,0.09672291576862335,0.15656274557113647,0.9090909361839294,0.004191398620605469
math,Explain the derivative of sin(x) * exp(x).,11:11,vo_bias,8,12,,0,0.0,0,,0.0,7.376730918884277,0.09672291576862335,0.15656274557113647,0.9090909361839294,0.004191398620605469
math,Explain the derivative of sin(x) * exp(x).,11:11,vo_bias,11,12,,0,0.0,0,,0.0,7.376730918884277,0.09672291576862335,0.15656274557113647,0.9090909361839294,0.004191398620605469
math,What is the quadratic formula and when is it used?,11:11,vo_bias,0,11,,0,0.0,0,,0.0,7.273595333099365,0.13694146275520325,0.15424150228500366,1.0,0.07726120948791504
math,What is the quadratic formula and when is it used?,11:11,vo_bias,1,11,,0,0.0,0,,0.0,7.273595333099365,0.13694146275520325,0.15424150228500366,1.0,0.07726120948791504
math,What is the quadratic formula and when is it used?,11:11,vo_bias,2,11,,0,0.0,0,,0.0,7.273595333099365,0.13694146275520325,0.15424150228500366,1.0,0.07726120948791504
math,What is the quadratic formula and when is it used?,11:11,vo_bias,3,11,,0,0.0,0,,0.0,7.273595333099365,0.13694146275520325,0.15424150228500366,1.0,0.07726120948791504
math,What is the quadratic formula and when is it used?,11:11,vo_bias,4,11,,0,0.0,0,,0.0,7.273595333099365,0.13694146275520325,0.15424150228500366,1.0,0.07726120948791504
math,What is the quadratic formula and when is it used?,11:11,vo_bias,8,11,,0,0.0,0,,0.0,7.273595333099365,0.13694146275520325,0.15424150228500366,1.0,0.07726120948791504
math,What is the quadratic formula and when is it used?,11:11,vo_bias,10,11,,0,0.0,0,,0.0,7.273595333099365,0.13694146275520325,0.15424150228500366,1.0,0.07726120948791504
math,Simplify: (x + 2)^2 - x^2.,11:11,vo_bias,0,15,,0,0.0,0,,0.0,7.303065776824951,0.08755649626255035,0.1907258927822113,0.9285714030265808,-0.045249223709106445
math,Simplify: (x + 2)^2 - x^2.,11:11,vo_bias,1,15,,0,0.0,0,,0.0,7.303065776824951,0.08755649626255035,0.1907258927822113,0.9285714030265808,-0.045249223709106445
math,Simplify: (x + 2)^2 - x^2.,11:11,vo_bias,2,15,,0,0.0,0,,0.0,7.303065776824951,0.08755649626255035,0.1907258927822113,0.9285714030265808,-0.045249223709106445
math,Simplify: (x + 2)^2 - x^2.,11:11,vo_bias,3,15,,0,0.0,0,,0.0,7.303065776824951,0.08755649626255035,0.1907258927822113,0.9285714030265808,-0.045249223709106445
math,Simplify: (x + 2)^2 - x^2.,11:11,vo_bias,4,15,,0,0.0,0,,0.0,7.303065776824951,0.08755649626255035,0.1907258927822113,0.9285714030265808,-0.045249223709106445
math,Simplify: (x + 2)^2 - x^2.,11:11,vo_bias,8,15,,0,0.0,0,,0.0,7.303065776824951,0.08755649626255035,0.1907258927822113,0.9285714030265808,-0.045249223709106445
math,Simplify: (x + 2)^2 - x^2.,11:11,vo_bias,14,15,,0,0.0,0,,0.0,7.303065776824951,0.08755649626255035,0.1907258927822113,0.9285714030265808,-0.045249223709106445
text,Summarize why rivers are important for cities.,11:11,vo_bias,0,10,,0,0.0,0,,0.0,7.217824459075928,0.13479961454868317,0.18836741149425507,1.0,-0.04286479949951172
text,Summarize why rivers are important for cities.,11:11,vo_bias,1,10,,0,0.0,0,,0.0,7.217824459075928,0.13479961454868317,0.18836741149425507,1.0,-0.04286479949951172
text,Summarize why rivers are important for cities.,11:11,vo_bias,2,10,,0,0.0,0,,0.0,7.217824459075928,0.13479961454868317,0.18836741149425507,1.0,-0.04286479949951172
text,Summarize why rivers are important for cities.,11:11,vo_bias,3,10,,0,0.0,0,,0.0,7.217824459075928,0.13479961454868317,0.18836741149425507,1.0,-0.04286479949951172
text,Summarize why rivers are important for cities.,11:11,vo_bias,4,10,,0,0.0,0,,0.0,7.217824459075928,0.13479961454868317,0.18836741149425507,1.0,-0.04286479949951172
text,Summarize why rivers are important for cities.,11:11,vo_bias,8,10,,0,0.0,0,,0.0,7.217824459075928,0.13479961454868317,0.18836741149425507,1.0,-0.04286479949951172
text,Summarize why rivers are important for cities.,11:11,vo_bias,9,10,,0,0.0,0,,0.0,7.217824459075928,0.13479961454868317,0.18836741149425507,1.0,-0.04286479949951172
text,Explain the difference between a planet and a star.,11:11,vo_bias,0,11,,0,0.0,0,,0.0,7.377697467803955,0.1347787231206894,0.2426510453224182,0.8999999761581421,-0.055413246154785156
text,Explain the difference between a planet and a star.,11:11,vo_bias,1,11,,0,0.0,0,,0.0,7.377697467803955,0.1347787231206894,0.2426510453224182,0.8999999761581421,-0.055413246154785156
text,Explain the difference between a planet and a star.,11:11,vo_bias,2,11,,0,0.0,0,,0.0,7.377697467803955,0.1347787231206894,0.2426510453224182,0.8999999761581421,-0.055413246154785156
text,Explain the difference between a planet and a star.,11:11,vo_bias,3,11,,0,0.0,0,,0.0,7.377697467803955,0.1347787231206894,0.2426510453224182,0.8999999761581421,-0.055413246154785156
text,Explain the difference between a planet and a star.,11:11,vo_bias,4,11,,0,0.0,0,,0.0,7.377697467803955,0.1347787231206894,0.2426510453224182,0.8999999761581421,-0.055413246154785156
text,Explain the difference between a planet and a star.,11:11,vo_bias,8,11,,0,0.0,0,,0.0,7.377697467803955,0.1347787231206894,0.2426510453224182,0.8999999761581421,-0.055413246154785156
text,Explain the difference between a planet and a star.,11:11,vo_bias,10,11,,0,0.0,0,,0.0,7.377697467803955,0.1347787231206894,0.2426510453224182,0.8999999761581421,-0.055413246154785156
text,Describe how plants grow from seeds.,11:11,vo_bias,0,7,,0,0.0,0,,0.0,7.077057361602783,0.14938345551490784,0.11138202995061874,1.0,-0.025216341018676758
text,Describe how plants grow from seeds.,11:11,vo_bias,1,7,,0,0.0,0,,0.0,7.077057361602783,0.14938345551490784,0.11138202995061874,1.0,-0.025216341018676758
text,Describe how plants grow from seeds.,11:11,vo_bias,2,7,,0,0.0,0,,0.0,7.077057361602783,0.14938345551490784,0.11138202995061874,1.0,-0.025216341018676758
text,Describe how plants grow from seeds.,11:11,vo_bias,3,7,,0,0.0,0,,0.0,7.077057361602783,0.14938345551490784,0.11138202995061874,1.0,-0.025216341018676758
text,Describe how plants grow from seeds.,11:11,vo_bias,4,7,,0,0.0,0,,0.0,7.077057361602783,0.14938345551490784,0.11138202995061874,1.0,-0.025216341018676758
text,Describe how plants grow from seeds.,11:11,vo_bias,6,7,,0,0.0,0,,0.0,7.077057361602783,0.14938345551490784,0.11138202995061874,1.0,-0.025216341018676758
text,Write a calm paragraph about ocean waves.,11:11,vo_bias,0,8,,0,0.0,0,,0.0,7.193981647491455,0.06331425160169601,0.05194367468357086,1.0,-0.0019674301147460938
text,Write a calm paragraph about ocean waves.,11:11,vo_bias,1,8,,0,0.0,0,,0.0,7.193981647491455,0.06331425160169601,0.05194367468357086,1.0,-0.0019674301147460938
text,Write a calm paragraph about ocean waves.,11:11,vo_bias,2,8,,0,0.0,0,,0.0,7.193981647491455,0.06331425160169601,0.05194367468357086,1.0,-0.0019674301147460938
text,Write a calm paragraph about ocean waves.,11:11,vo_bias,3,8,,0,0.0,0,,0.0,7.193981647491455,0.06331425160169601,0.05194367468357086,1.0,-0.0019674301147460938
text,Write a calm paragraph about ocean waves.,11:11,vo_bias,4,8,,0,0.0,0,,0.0,7.193981647491455,0.06331425160169601,0.05194367468357086,1.0,-0.0019674301147460938
text,Write a calm paragraph about ocean waves.,11:11,vo_bias,7,8,,0,0.0,0,,0.0,7.193981647491455,0.06331425160169601,0.05194367468357086,1.0,-0.0019674301147460938
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",11:11,vo_bias,0,20,,0,0.0,0,,0.0,7.241557598114014,0.13973034918308258,0.4999665915966034,1.0,-0.07259821891784668
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",11:11,vo_bias,1,20,,0,0.0,0,,0.0,7.241557598114014,0.13973034918308258,0.4999665915966034,1.0,-0.07259821891784668
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",11:11,vo_bias,2,20,,0,0.0,0,,0.0,7.241557598114014,0.13973034918308258,0.4999665915966034,1.0,-0.07259821891784668
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",11:11,vo_bias,3,20,,0,0.0,0,,0.0,7.241557598114014,0.13973034918308258,0.4999665915966034,1.0,-0.07259821891784668
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",11:11,vo_bias,4,20,,0,0.0,0,,0.0,7.241557598114014,0.13973034918308258,0.4999665915966034,1.0,-0.07259821891784668
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",11:11,vo_bias,8,20,,0,0.0,0,,0.0,7.241557598114014,0.13973034918308258,0.4999665915966034,1.0,-0.07259821891784668
symbols,"JSON: {""name"": ""Alice"", ""score"": 42, ""ok"": true}",11:11,vo_bias,19,20,,0,0.0,0,,0.0,7.241557598114014,0.13973034918308258,0.4999665915966034,1.0,-0.07259821891784668
symbols,Path: /home/user/project/src/main.py --flag=true,11:11,vo_bias,0,12,,0,0.0,0,,0.0,7.268651485443115,0.03170179948210716,0.025744859129190445,1.0,0.0156097412109375
symbols,Path: /home/user/project/src/main.py --flag=true,11:11,vo_bias,1,12,,0,0.0,0,,0.0,7.268651485443115,0.03170179948210716,0.025744859129190445,1.0,0.0156097412109375
symbols,Path: /home/user/project/src/main.py --flag=true,11:11,vo_bias,2,12,,0,0.0,0,,0.0,7.268651485443115,0.03170179948210716,0.025744859129190445,1.0,0.0156097412109375
symbols,Path: /home/user/project/src/main.py --flag=true,11:11,vo_bias,3,12,,0,0.0,0,,0.0,7.268651485443115,0.03170179948210716,0.025744859129190445,1.0,0.0156097412109375
symbols,Path: /home/user/project/src/main.py --flag=true,11:11,vo_bias,4,12,,0,0.0,0,,0.0,7.268651485443115,0.03170179948210716,0.025744859129190445,1.0,0.0156097412109375
symbols,Path: /home/user/project/src/main.py --flag=true,11:11,vo_bias,8,12,,0,0.0,0,,0.0,7.268651485443115,0.03170179948210716,0.025744859129190445,1.0,0.0156097412109375
symbols,Path: /home/user/project/src/main.py --flag=true,11:11,vo_bias,11,12,,0,0.0,0,,0.0,7.268651485443115,0.03170179948210716,0.025744859129190445,1.0,0.0156097412109375
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",11:11,vo_bias,0,28,,0,0.0,0,,0.0,7.189150333404541,0.1274484395980835,0.2360466867685318,1.0,-0.02293705940246582
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",11:11,vo_bias,1,28,,0,0.0,0,,0.0,7.189150333404541,0.1274484395980835,0.2360466867685318,1.0,-0.02293705940246582
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",11:11,vo_bias,2,28,,0,0.0,0,,0.0,7.189150333404541,0.1274484395980835,0.2360466867685318,1.0,-0.02293705940246582
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",11:11,vo_bias,3,28,,0,0.0,0,,0.0,7.189150333404541,0.1274484395980835,0.2360466867685318,1.0,-0.02293705940246582
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",11:11,vo_bias,4,28,,0,0.0,0,,0.0,7.189150333404541,0.1274484395980835,0.2360466867685318,1.0,-0.02293705940246582
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",11:11,vo_bias,8,28,,0,0.0,0,,0.0,7.189150333404541,0.1274484395980835,0.2360466867685318,1.0,-0.02293705940246582
symbols,"Array: [1, 1, 2, 3, 5, 8, 13, 21]",11:11,vo_bias,27,28,,0,0.0,0,,0.0,7.189150333404541,0.1274484395980835,0.2360466867685318,1.0,-0.02293705940246582
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),11:11,vo_bias,0,19,,0,0.0,0,,0.0,7.145761489868164,0.05554411932826042,0.0856495052576065,1.0,0.0055844783782958984
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),11:11,vo_bias,1,19,,0,0.0,0,,0.0,7.145761489868164,0.05554411932826042,0.0856495052576065,1.0,0.0055844783782958984
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),11:11,vo_bias,2,19,,0,0.0,0,,0.0,7.145761489868164,0.05554411932826042,0.0856495052576065,1.0,0.0055844783782958984
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),11:11,vo_bias,3,19,,0,0.0,0,,0.0,7.145761489868164,0.05554411932826042,0.0856495052576065,1.0,0.0055844783782958984
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),11:11,vo_bias,4,19,,0,0.0,0,,0.0,7.145761489868164,0.05554411932826042,0.0856495052576065,1.0,0.0055844783782958984
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),11:11,vo_bias,8,19,,0,0.0,0,,0.0,7.145761489868164,0.05554411932826042,0.0856495052576065,1.0,0.0055844783782958984
symbols,Equation: f(x)=sin(x)+cos(2x)-log(x+1),11:11,vo_bias,18,19,,0,0.0,0,,0.0,7.145761489868164,0.05554411932826042,0.0856495052576065,1.0,0.0055844783782958984
