id,mode,module,head,query,key,pair,type,A,B,C,D,strength,condition,action,meaning,pseudocode,matrix_route,gate_grad,gate_abs_grad,gate_positive_grad,gate_negative_grad,gate_channels
R014_A_protect,A_protect,mod.blocks.6.attn,4,charged_hadron,neutral_hadron,charged_hadron<-neutral_hadron,HADRON_HADRON_TOPOLOGY_ROUTE,0.907916247844696,0.0,0.0,0.0,0.907916247844696,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.6.attn][4] reads charged_hadron <- neutral_hadron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.6.attn, head=4, charged_hadron<-neutral_hadron] := attention_weight * role_gate(charged_hadron,neutral_hadron) * class_regime(A_Hqql_correct)",0.037521462407312356,0.037521462407312356,0.037521462407312356,0.0,64:80
R002_B_to_Tbl,B_to_Tbl,mod.blocks.6.attn,0,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.0,0.9995948672294617,0.8113647103309631,0.8182373940944672,0.9995948672294617,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.6.attn][0] reads electron <- electron: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.6.attn, head=0, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(B_Hqql_to_Tbl)",0.03439228146453388,0.03439228146453388,0.03439228146453388,0.0,0:16
R009_B_to_Tbl,B_to_Tbl,mod.blocks.6.attn,0,photon,neutral_hadron,photon<-neutral_hadron,PHOTON_HADRON_ROUTE,0.0,0.9873595833778381,0.27818723519643146,0.0,0.9873595833778381,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.6.attn][0] reads photon <- neutral_hadron: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.6.attn, head=0, photon<-neutral_hadron] := attention_weight * role_gate(photon,neutral_hadron) * class_regime(B_Hqql_to_Tbl)",0.03439228146453388,0.03439228146453388,0.03439228146453388,0.0,0:16
R010_B_to_Tbl,B_to_Tbl,mod.blocks.6.attn,0,muon,electron,muon<-electron,LEPTON_LEPTON_ROUTE,0.0,0.9866017699241638,0.9947572946548462,0.7545405626296997,0.9866017699241638,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.6.attn][0] reads muon <- electron: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.6.attn, head=0, muon<-electron] := attention_weight * role_gate(muon,electron) * class_regime(B_Hqql_to_Tbl)",0.03439228146453388,0.03439228146453388,0.03439228146453388,0.0,0:16
R014_B_to_Tbl,B_to_Tbl,mod.blocks.6.attn,0,electron,muon,electron<-muon,LEPTON_LEPTON_ROUTE,0.0,0.9481717348098755,0.839472770690918,0.8177800178527832,0.9481717348098755,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.6.attn][0] reads electron <- muon: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.6.attn, head=0, electron<-muon] := attention_weight * role_gate(electron,muon) * class_regime(B_Hqql_to_Tbl)",0.03439228146453388,0.03439228146453388,0.03439228146453388,0.0,0:16
R001_A_protect,A_protect,mod.blocks.7.attn,3,electron,muon,electron<-muon,LEPTON_LEPTON_ROUTE,0.9991151491800944,0.0,0.9281169176101685,0.8783338765303293,0.9991151491800944,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.7.attn][3] reads electron <- muon: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.7.attn, head=3, electron<-muon] := attention_weight * role_gate(electron,muon) * class_regime(A_Hqql_correct)",-0.028564707492478192,0.028564707492478192,0.0,-0.028564707492478192,48:64
R004_anomaly,anomaly,mod.blocks.7.attn,3,electron,muon,electron<-muon,LEPTON_LEPTON_ROUTE,0.9991151491800944,0.0,0.9281169176101685,0.8783338765303293,0.9272956725946528,B_Hqql_to_Tbl_anomaly,mark nonstandard transition route,route separates mistake regime from both correct regimes,IF group == B_Hqql_to_Tbl_anomaly AND HEAD[mod.blocks.7.attn][3] reads electron <- muon: mark nonstandard transition route,"ROUTE[mod.blocks.7.attn, head=3, electron<-muon] := attention_weight * role_gate(electron,muon) * class_regime(B_Hqql_to_Tbl_anomaly)",-0.028564707492478192,0.028564707492478192,0.0,-0.028564707492478192,48:64
R008_anomaly,anomaly,mod.blocks.4.attn,0,muon,electron,muon<-electron,LEPTON_LEPTON_ROUTE,0.0,0.9185063242912292,0.0,0.7618774175643921,0.8436538677629848,B_Hqql_to_Tbl_anomaly,mark nonstandard transition route,route separates mistake regime from both correct regimes,IF group == B_Hqql_to_Tbl_anomaly AND HEAD[mod.blocks.4.attn][0] reads muon <- electron: mark nonstandard transition route,"ROUTE[mod.blocks.4.attn, head=0, muon<-electron] := attention_weight * role_gate(muon,electron) * class_regime(B_Hqql_to_Tbl_anomaly)",0.0281589170335792,0.0281589170335792,0.0281589170335792,0.0,0:16
R004_B_to_Tbl,B_to_Tbl,mod.blocks.5.attn,2,electron,neutral_hadron,electron<-neutral_hadron,LEPTON_READS_HADRON_ROUTE,0.0,0.9951933026313782,0.8260995149612427,0.663856565952301,0.9951933026313782,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.5.attn][2] reads electron <- neutral_hadron: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.5.attn, head=2, electron<-neutral_hadron] := attention_weight * role_gate(electron,neutral_hadron) * class_regime(B_Hqql_to_Tbl)",-0.02790284661750775,0.02790284661750775,0.0,-0.02790284661750775,32:48
R008_B_to_Tbl,B_to_Tbl,mod.blocks.5.attn,7,muon,muon,muon<-muon,LEPTON_LEPTON_ROUTE,0.0,0.9882815778255463,0.9434489144219292,0.0,0.9882815778255463,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.5.attn][7] reads muon <- muon: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.5.attn, head=7, muon<-muon] := attention_weight * role_gate(muon,muon) * class_regime(B_Hqql_to_Tbl)",-0.02688852499704808,0.02688852499704808,0.0,-0.02688852499704808,112:128
R015_A_protect,A_protect,mod.blocks.5.attn,7,photon,neutral_hadron,photon<-neutral_hadron,PHOTON_HADRON_ROUTE,0.8992751836776733,0.0,0.7493872046470642,0.45755407214164734,0.8992751836776733,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.5.attn][7] reads photon <- neutral_hadron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.5.attn, head=7, photon<-neutral_hadron] := attention_weight * role_gate(photon,neutral_hadron) * class_regime(A_Hqql_correct)",-0.02688852499704808,0.02688852499704808,0.0,-0.02688852499704808,112:128
R018_A_protect,A_protect,mod.blocks.2.attn,1,muon,photon,muon<-photon,LEPTON_PHOTON_ROUTE,0.8599079251289368,0.0,0.9796432852745056,0.769889771938324,0.8599079251289368,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.2.attn][1] reads muon <- photon: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.2.attn, head=1, muon<-photon] := attention_weight * role_gate(muon,photon) * class_regime(A_Hqql_correct)",-0.02657077429466881,0.02657077429466881,0.0,-0.02657077429466881,16:32
R009_anomaly,anomaly,mod.blocks.2.attn,1,muon,photon,muon<-photon,LEPTON_PHOTON_ROUTE,0.8599079251289368,0.0,0.9796432852745056,0.769889771938324,0.8424030248068952,B_Hqql_to_Tbl_anomaly,mark nonstandard transition route,route separates mistake regime from both correct regimes,IF group == B_Hqql_to_Tbl_anomaly AND HEAD[mod.blocks.2.attn][1] reads muon <- photon: mark nonstandard transition route,"ROUTE[mod.blocks.2.attn, head=1, muon<-photon] := attention_weight * role_gate(muon,photon) * class_regime(B_Hqql_to_Tbl_anomaly)",-0.02657077429466881,0.02657077429466881,0.0,-0.02657077429466881,16:32
R009_A_protect,A_protect,mod.blocks.5.attn,5,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.954155296087265,0.0,0.0,0.0,0.954155296087265,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.5.attn][5] reads electron <- electron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.5.attn, head=5, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(A_Hqql_correct)",-0.023342725617112592,0.023342725617112592,0.0,-0.023342725617112592,80:96
R006_B_to_Tbl,B_to_Tbl,mod.blocks.7.attn,6,muon,muon,muon<-muon,LEPTON_LEPTON_ROUTE,0.0,0.9914202690124512,0.0,0.0,0.9914202690124512,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.7.attn][6] reads muon <- muon: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.7.attn, head=6, muon<-muon] := attention_weight * role_gate(muon,muon) * class_regime(B_Hqql_to_Tbl)",-0.020640824281144887,0.020640824281144887,0.0,-0.020640824281144887,96:112
R003_anomaly,anomaly,mod.blocks.7.attn,6,muon,muon,muon<-muon,LEPTON_LEPTON_ROUTE,0.0,0.9914202690124512,0.0,0.0,0.982914149808721,B_Hqql_to_Tbl_anomaly,mark nonstandard transition route,route separates mistake regime from both correct regimes,IF group == B_Hqql_to_Tbl_anomaly AND HEAD[mod.blocks.7.attn][6] reads muon <- muon: mark nonstandard transition route,"ROUTE[mod.blocks.7.attn, head=6, muon<-muon] := attention_weight * role_gate(muon,muon) * class_regime(B_Hqql_to_Tbl_anomaly)",-0.020640824281144887,0.020640824281144887,0.0,-0.020640824281144887,96:112
R003_A_protect,A_protect,mod.blocks.6.attn,5,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.9886246919631958,0.0,0.0,0.9195556640625,0.9886246919631958,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.6.attn][5] reads electron <- electron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.6.attn, head=5, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(A_Hqql_correct)",-0.0178863147739321,0.0178863147739321,0.0,-0.0178863147739321,80:96
R002_A_protect,A_protect,mod.blocks.2.attn,3,muon,muon,muon<-muon,LEPTON_LEPTON_ROUTE,0.9935734868049622,0.0,0.6368221342563629,0.9805147647857666,0.9935734868049622,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.2.attn][3] reads muon <- muon: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.2.attn, head=3, muon<-muon] := attention_weight * role_gate(muon,muon) * class_regime(A_Hqql_correct)",0.016388268093578517,0.016388268093578517,0.016388268093578517,0.0,48:64
R011_A_protect,A_protect,mod.blocks.3.attn,2,electron,neutral_hadron,electron<-neutral_hadron,LEPTON_READS_HADRON_ROUTE,0.9423267841339111,0.0,0.7995968163013458,0.7067997604608536,0.9423267841339111,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.3.attn][2] reads electron <- neutral_hadron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.3.attn, head=2, electron<-neutral_hadron] := attention_weight * role_gate(electron,neutral_hadron) * class_regime(A_Hqql_correct)",-0.012783122787368484,0.012783122787368484,0.0,-0.012783122787368484,32:48
R016_A_protect,A_protect,mod.blocks.3.attn,2,neutral_hadron,muon,neutral_hadron<-muon,HADRON_READS_LEPTON_ROUTE,0.8931786417961121,0.0,0.5756065845489502,0.5997458696365356,0.8931786417961121,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.3.attn][2] reads neutral_hadron <- muon: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.3.attn, head=2, neutral_hadron<-muon] := attention_weight * role_gate(neutral_hadron,muon) * class_regime(A_Hqql_correct)",-0.012783122787368484,0.012783122787368484,0.0,-0.012783122787368484,32:48
R011_anomaly,anomaly,mod.blocks.3.attn,2,electron,neutral_hadron,electron<-neutral_hadron,LEPTON_READS_HADRON_ROUTE,0.9423267841339111,0.0,0.7995968163013458,0.7067997604608536,0.7534814965089609,B_Hqql_to_Tbl_anomaly,mark nonstandard transition route,route separates mistake regime from both correct regimes,IF group == B_Hqql_to_Tbl_anomaly AND HEAD[mod.blocks.3.attn][2] reads electron <- neutral_hadron: mark nonstandard transition route,"ROUTE[mod.blocks.3.attn, head=2, electron<-neutral_hadron] := attention_weight * role_gate(electron,neutral_hadron) * class_regime(B_Hqql_to_Tbl_anomaly)",-0.012783122787368484,0.012783122787368484,0.0,-0.012783122787368484,32:48
R005_A_protect,A_protect,mod.blocks.3.attn,5,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.987697422504425,0.0,0.598447322845459,0.0,0.987697422504425,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.3.attn][5] reads electron <- electron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.3.attn, head=5, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(A_Hqql_correct)",0.011529365699971095,0.011529365699971095,0.011529365699971095,0.0,80:96
R017_A_protect,A_protect,mod.blocks.3.attn,7,electron,charged_hadron,electron<-charged_hadron,LEPTON_READS_HADRON_ROUTE,0.8918712139129639,0.0,0.5529845952987671,0.0,0.8918712139129639,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.3.attn][7] reads electron <- charged_hadron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.3.attn, head=7, electron<-charged_hadron] := attention_weight * role_gate(electron,charged_hadron) * class_regime(A_Hqql_correct)",-0.011104946097475477,0.011104946097475477,0.0,-0.011104946097475477,112:128
R005_B_to_Tbl,B_to_Tbl,mod.blocks.7.attn,0,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.0,0.9946280419826508,0.8079529802004496,0.5953037142753601,0.9946280419826508,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.7.attn][0] reads electron <- electron: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.7.attn, head=0, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(B_Hqql_to_Tbl)",-0.010016201631515287,0.010016201631515287,0.0,-0.010016201631515287,0:16
R006_A_protect,A_protect,mod.blocks.7.attn,0,electron,muon,electron<-muon,LEPTON_LEPTON_ROUTE,0.9766967296600342,0.0,0.0,0.0,0.9766967296600342,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.7.attn][0] reads electron <- muon: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.7.attn, head=0, electron<-muon] := attention_weight * role_gate(electron,muon) * class_regime(A_Hqql_correct)",-0.010016201631515287,0.010016201631515287,0.0,-0.010016201631515287,0:16
R012_A_protect,A_protect,mod.blocks.3.attn,0,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.9395987391471863,0.0,0.9704034924507141,0.0,0.9395987391471863,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.3.attn][0] reads electron <- electron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.3.attn, head=0, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(A_Hqql_correct)",0.00925083685433492,0.00925083685433492,0.00925083685433492,0.0,0:16
R005_anomaly,anomaly,mod.blocks.3.attn,0,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.9395987391471863,0.0,0.9704034924507141,0.0,0.9117898979707171,B_Hqql_to_Tbl_anomaly,mark nonstandard transition route,route separates mistake regime from both correct regimes,IF group == B_Hqql_to_Tbl_anomaly AND HEAD[mod.blocks.3.attn][0] reads electron <- electron: mark nonstandard transition route,"ROUTE[mod.blocks.3.attn, head=0, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(B_Hqql_to_Tbl_anomaly)",0.00925083685433492,0.00925083685433492,0.00925083685433492,0.0,0:16
R013_B_to_Tbl,B_to_Tbl,mod.blocks.4.attn,5,muon,muon,muon<-muon,LEPTON_LEPTON_ROUTE,0.0,0.9526861310005188,0.7399002313613892,0.0,0.9526861310005188,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.4.attn][5] reads muon <- muon: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.4.attn, head=5, muon<-muon] := attention_weight * role_gate(muon,muon) * class_regime(B_Hqql_to_Tbl)",-0.008935134290368296,0.008935134290368296,0.0,-0.008935134290368296,80:96
R015_B_to_Tbl,B_to_Tbl,mod.blocks.7.attn,2,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.0,0.9438875317573547,0.9669654170672098,0.6800558567047119,0.9438875317573547,B_Hqql_to_Tbl,route Hqql event toward Tbl-like evidence,route is stronger in Hqql→Tbl mistakes than in correct Hqql,IF group == B_Hqql_to_Tbl AND HEAD[mod.blocks.7.attn][2] reads electron <- electron: route Hqql event toward Tbl-like evidence,"ROUTE[mod.blocks.7.attn, head=2, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(B_Hqql_to_Tbl)",-0.008517594847944565,0.008517594847944565,0.0,-0.008517594847944565,32:48
R012_anomaly,anomaly,mod.blocks.4.attn,3,electron,neutral_hadron,electron<-neutral_hadron,LEPTON_READS_HADRON_ROUTE,0.0,0.8675928711891174,0.0,0.0,0.7527173901381765,B_Hqql_to_Tbl_anomaly,mark nonstandard transition route,route separates mistake regime from both correct regimes,IF group == B_Hqql_to_Tbl_anomaly AND HEAD[mod.blocks.4.attn][3] reads electron <- neutral_hadron: mark nonstandard transition route,"ROUTE[mod.blocks.4.attn, head=3, electron<-neutral_hadron] := attention_weight * role_gate(electron,neutral_hadron) * class_regime(B_Hqql_to_Tbl_anomaly)",-0.005050246239989065,0.005050246239989065,0.0,-0.005050246239989065,48:64
R013_A_protect,A_protect,mod.blocks.2.attn,5,electron,electron,electron<-electron,LEPTON_LEPTON_ROUTE,0.9108394384384155,0.0,0.9046167731285095,0.47973039746284485,0.9108394384384155,A_Hqql_correct,preserve Hqql evidence and resist Tbl-like confusion,route is stronger in correct Hqql than in Hqql→Tbl mistakes,IF group == A_Hqql_correct AND HEAD[mod.blocks.2.attn][5] reads electron <- electron: preserve Hqql evidence and resist Tbl-like confusion,"ROUTE[mod.blocks.2.attn, head=5, electron<-electron] := attention_weight * role_gate(electron,electron) * class_regime(A_Hqql_correct)",0.003193282871507108,0.003193282871507108,0.003193282871507108,0.0,80:96
