head_id,layer,channels,stage_role,pre_layer_state,reads,core_operation_steps,writes,class_axis,particle_interpretation,physics_interpretation,pseudocode,supporting_evidence,global_gate_abs,top_class_abs_grad,confidence_level,remaining_risks,next_tests,code_module,code_slice,code_output_shape,output_activation_mean_abs,output_top_class,output_class_contrast,output_particle0_top_rate,output_leading_pt_match_rate,output_top_logit_corr_class,output_top_logit_corr,output_role,output_interpretation,refined_pseudocode,route_role,inner_trace_activation_mean_abs,inner_trace_activation_max_abs,inner_trace_particle0_top_rate,inner_trace_leading_pt_match_rate,inner_conv_shapes,top_event_true_labels,top_event_pred_labels,top_event_particle0_rate,top_event_leading_rate,knn_contains_particle0_rate,knn_contains_leading_rate,knn_first_neighbor_modes,question_tags,route_aware_pseudocode,route_validation_status,residual_context
L1_ch112:128,1,112:128,L1 middle context relay,L0 local edge features already mixed,"L0 local features, top-k core, neighbor context, wide particles",read L0 evidence -> mix core with neighborhood/secondary context -> route class evidence,core+context vectors for L2,W/Z structured-prong axis,core/top-k content with KNN/secondary context; not literal order index,W/Z structured-prong axis; residual remains,"# L1_ch112:128
for neighborhood i:
    local = read_L0(i)
    context = mix(topk_core(i), neighbors(i), secondary_context(i))
    write_context(context, axis='W/Z structured-prong axis')","class_grad:label_Hcc=1.2414, label_H4q=0.9725, label_Wqq=0.9042 | global_gate_abs=0.8689 | relation_hits=2 | stream_hits=30 | class_grads=label_Hcc:1.2414, label_H4q:0.9725, label_Wqq:0.9042, label_Zqq:0.8062, label_Tbl:0.8018",0.8689268512214768,1.2413812056183815,HIGH_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.1,"output[:, 112:128, :]","[160, 128, 128]",2.722505807876587,label_Tbl,0.17773781882392026,0.17265625,0.17265625,label_Wqq,-0.24621571714909868,middle context relay mostly away from literal leading particle,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.17, particle0 0.17","# L1_ch112:128: L1 output-aware pseudocode
for particle/neighborhood i:
    l0 = read_L0_local_features(i)
    ctx = mix_neighbors_core_and_secondary(l0)
    write_L1_context(ctx)  # output role: middle context relay mostly away from literal leading particle; particle0_top=0.17; top_class=label_Tbl",context builder / relay away from direct core readout,,,,,,"label_Hcc:2, label_Tbl:2, label_Wqq:1, label_Hgg:1","label_Hcc:2, label_Tbl:2, label_Wqq:1, label_Hgg:1",0.25,0.25,0.0,0.0,,"Q1_core_readout, Q2_local_builders, Q3_residual_axis, Q4_trace_priority","# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # role: context builder / relay away from direct core readout; top_event_particles_core_rate=0.2500",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L1_ch0:16,1,0:16,L1 middle context relay,L0 local edge features already mixed,"L0 local features, top-k core, neighbor context, wide particles",read L0 evidence -> mix core with neighborhood/secondary context -> route class evidence,core+context vectors for L2,Hqql/Tbl core-confusion axis,core/top-k content with KNN/secondary context; not literal order index,Hqql/Tbl core-confusion axis; residual remains,"# L1_ch0:16
for neighborhood i:
    local = read_L0(i)
    context = mix(topk_core(i), neighbors(i), secondary_context(i))
    write_context(context, axis='Hqql/Tbl core-confusion axis')","class_grad:label_H4q=0.5761, label_Zqq=0.2802, label_Hcc=0.2169 | global_gate_abs=0.0146 | relation_hits=3 | stream_hits=30 | class_grads=label_H4q:0.5761, label_Zqq:0.2802, label_Hcc:0.2169, label_Tbl:0.1700, label_Hqql:0.1143",0.014614771667402222,0.5760897062718868,MEDIUM_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.1,"output[:, 0:16, :]","[160, 128, 128]",1.6410913467407227,label_Tbl,0.4483221901787653,0.3015625,0.3015625,label_H4q,-0.36818369632469883,middle relay mixing context with some core alignment,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.30, particle0 0.30","# L1_ch0:16: L1 output-aware pseudocode
for particle/neighborhood i:
    l0 = read_L0_local_features(i)
    ctx = mix_neighbors_core_and_secondary(l0)
    write_L1_context(ctx)  # output role: middle relay mixing context with some core alignment; particle0_top=0.30; top_class=label_Tbl",context builder / relay away from direct core readout,,,,,,"label_Tbl:4, label_QCD:2, label_Hcc:1, label_Tbqq:1","label_Tbl:4, label_QCD:2, label_Hcc:1, label_Tbqq:1",0.125,0.125,0.0,0.0,,Q1_core_readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # role: context builder / relay away from direct core readout; top_event_particles_core_rate=0.1250",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L1_ch96:112,1,96:112,L1 middle context relay,L0 local edge features already mixed,"L0 local features, top-k core, neighbor context, wide particles",read L0 evidence -> mix core with neighborhood/secondary context -> route class evidence,core+context vectors for L2,W/Z structured-prong axis,core/top-k content with KNN/secondary context; not literal order index,W/Z structured-prong axis; residual remains,"# L1_ch96:112
for neighborhood i:
    local = read_L0(i)
    context = mix(topk_core(i), neighbors(i), secondary_context(i))
    write_context(context, axis='W/Z structured-prong axis')","class_grad:label_QCD=0.5720, label_Hcc=0.4957, label_Hqql=0.4296 | global_gate_abs=0.0286 | relation_hits=2 | stream_hits=30 | class_grads=label_QCD:0.5720, label_Hcc:0.4957, label_Hqql:0.4296, label_Zqq:0.2820, label_H4q:0.2214",0.02857979802283812,0.5719617307186127,MEDIUM_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.1,"output[:, 96:112, :]","[160, 128, 128]",1.939636468887329,label_QCD,0.5805211597018776,0.12890625,0.12890625,label_H4q,-0.10612955743085024,middle context relay mostly away from literal leading particle,"writes strongest output for label_QCD; top activation particle matches leading-pT 0.13, particle0 0.13","# L1_ch96:112: L1 output-aware pseudocode
for particle/neighborhood i:
    l0 = read_L0_local_features(i)
    ctx = mix_neighbors_core_and_secondary(l0)
    write_L1_context(ctx)  # output role: middle context relay mostly away from literal leading particle; particle0_top=0.13; top_class=label_QCD",context builder / relay away from direct core readout,,,,,,,,,,,,,,"# L1_ch96:112: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # role: context builder / relay away from direct core readout; top_event_particles_core_rate=n/a",NEEDS_EDGE_CONV_INNER_TRACE_V2,RESIDUAL_SIGNAL_REMAINS
L1_ch64:80,1,64:80,L1 middle context relay,L0 local edge features already mixed,"L0 local features, top-k core, neighbor context, wide particles",read L0 evidence -> mix core with neighborhood/secondary context -> route class evidence,core+context vectors for L2,W/Z structured-prong axis,core/top-k content with KNN/secondary context; not literal order index,W/Z structured-prong axis; residual remains,"# L1_ch64:80
for neighborhood i:
    local = read_L0(i)
    context = mix(topk_core(i), neighbors(i), secondary_context(i))
    write_context(context, axis='W/Z structured-prong axis')","class_grad:label_QCD=0.5339, label_Wqq=0.4825, label_Zqq=0.3464 | global_gate_abs=0.1835 | relation_hits=3 | stream_hits=30 | class_grads=label_QCD:0.5339, label_Wqq:0.4825, label_Zqq:0.3464, label_H4q:0.3362, label_Hqql:0.2216",0.183527687044989,0.5338942222297192,MEDIUM_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.1,"output[:, 64:80, :]","[160, 128, 128]",2.4875636100769043,label_Tbqq,0.43320629331800653,0.0,0.0,label_Tbqq,0.27407475146604376,middle context relay mostly away from literal leading particle,"writes strongest output for label_Tbqq; top activation particle matches leading-pT 0.00, particle0 0.00","# L1_ch64:80: L1 output-aware pseudocode
for particle/neighborhood i:
    l0 = read_L0_local_features(i)
    ctx = mix_neighbors_core_and_secondary(l0)
    write_L1_context(ctx)  # output role: middle context relay mostly away from literal leading particle; particle0_top=0.00; top_class=label_Tbqq",context builder / relay away from direct core readout,,,,,,,,,,,,,Q2_local_builders,"# L1_ch64:80: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # role: context builder / relay away from direct core readout; top_event_particles_core_rate=n/a",NEEDS_EDGE_CONV_INNER_TRACE_V2,RESIDUAL_SIGNAL_REMAINS
L1_ch80:96,1,80:96,L1 middle context relay,L0 local edge features already mixed,"L0 local features, top-k core, neighbor context, wide particles",read L0 evidence -> mix core with neighborhood/secondary context -> route class evidence,core+context vectors for L2,Hqql/Tbl core-confusion axis,core/top-k content with KNN/secondary context; not literal order index,Hqql/Tbl core-confusion axis; residual remains,"# L1_ch80:96
for neighborhood i:
    local = read_L0(i)
    context = mix(topk_core(i), neighbors(i), secondary_context(i))
    write_context(context, axis='Hqql/Tbl core-confusion axis')","class_grad:label_H4q=0.4375, label_Hqql=0.2887, label_Zqq=0.2790 | global_gate_abs=0.1692 | relation_hits=3 | stream_hits=30 | class_grads=label_H4q:0.4375, label_Hqql:0.2887, label_Zqq:0.2790, label_Wqq:0.2236, label_Hcc:0.1581",0.16921844155003798,0.43749425560235977,MEDIUM_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.1,"output[:, 80:96, :]","[160, 128, 128]",2.47478985786438,label_Tbl,0.7204448382059736,0.04140625,0.04140625,label_Tbl,0.12076080995344686,middle context relay mostly away from literal leading particle,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.04, particle0 0.04","# L1_ch80:96: L1 output-aware pseudocode
for particle/neighborhood i:
    l0 = read_L0_local_features(i)
    ctx = mix_neighbors_core_and_secondary(l0)
    write_L1_context(ctx)  # output role: middle context relay mostly away from literal leading particle; particle0_top=0.04; top_class=label_Tbl",context builder / relay away from direct core readout,,,,,,,,,,,,,,"# L1_ch80:96: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # role: context builder / relay away from direct core readout; top_event_particles_core_rate=n/a",NEEDS_EDGE_CONV_INNER_TRACE_V2,RESIDUAL_SIGNAL_REMAINS
L1_ch48:64,1,48:64,L1 middle context relay,L0 local edge features already mixed,"L0 local features, top-k core, neighbor context, wide particles",read L0 evidence -> mix core with neighborhood/secondary context -> route class evidence,core+context vectors for L2,Hqql/Tbl core-confusion axis,core/top-k content with KNN/secondary context; not literal order index,Hqql/Tbl core-confusion axis; residual remains,"# L1_ch48:64
for neighborhood i:
    local = read_L0(i)
    context = mix(topk_core(i), neighbors(i), secondary_context(i))
    write_context(context, axis='Hqql/Tbl core-confusion axis')","class_grad:label_Hcc=0.1854, label_Tbl=0.1819, label_QCD=0.0978 | global_gate_abs=0.1366 | relation_hits=2 | stream_hits=30 | class_grads=label_Hcc:0.1854, label_Tbl:0.1819, label_QCD:0.0978, label_Zqq:0.0743, label_Hqql:0.0677",0.1365954355052964,0.18537842063233256,LOW_NEEDS_MORE_EVIDENCE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.1,"output[:, 48:64, :]","[160, 128, 128]",1.9169467687606812,label_Tbqq,0.23005859057108546,0.096875,0.096875,label_Tbqq,0.24325648596661006,middle context relay mostly away from literal leading particle,"writes strongest output for label_Tbqq; top activation particle matches leading-pT 0.10, particle0 0.10","# L1_ch48:64: L1 output-aware pseudocode
for particle/neighborhood i:
    l0 = read_L0_local_features(i)
    ctx = mix_neighbors_core_and_secondary(l0)
    write_L1_context(ctx)  # output role: middle context relay mostly away from literal leading particle; particle0_top=0.10; top_class=label_Tbqq",context builder / relay away from direct core readout,,,,,,,,,,,,,,"# L1_ch48:64: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # role: context builder / relay away from direct core readout; top_event_particles_core_rate=n/a",NEEDS_EDGE_CONV_INNER_TRACE_V2,RESIDUAL_SIGNAL_REMAINS
L2_ch128:160,2,128:160,L2 late readout,L1 context and class-route evidence already mixed,"L1 context, class-evidence summaries, core/secondary competition",read L1 context -> aggregate class evidence -> write classifier support/competition,class evidence and class-competition support,Hqql/Tbl core-confusion axis,core/top-k content with KNN/secondary context; not literal order index,Hqql/Tbl core-confusion axis; residual remains,"# L2_ch128:160
for event:
    context = collect_L1_context()
    evidence = aggregate(context, axis='Hqql/Tbl core-confusion axis')
    write_class_evidence(evidence)","class_grad:label_Hqql=1.8701, label_Tbl=1.5447, label_Wqq=0.1695 | global_gate_abs=0.3421 | relation_hits=2 | stream_hits=30 | class_grads=label_Hqql:1.8701, label_Tbl:1.5447, label_Wqq:0.1695, label_Hcc:0.1494, label_QCD:0.1342",0.3421113716471157,1.8701085895299911,HIGH_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.2,"output[:, 128:160, :]","[160, 256, 128]",0.34997668862342834,label_Tbl,0.24908694542116588,0.38515625,0.38515625,label_Tbl,0.6627276453610621,late readout moderately core-aligned,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.39, particle0 0.39","# L2_ch128:160: L2 output-aware pseudocode
for event:
    ctx = collect_L1_context()
    evidence = aggregate_class_evidence(ctx)
    if top_particle_is_core_or_particle0(rate=0.39):
        logits += project_core_readout(evidence)
    # output role: late readout moderately core-aligned; top_class=label_Tbl; corr=label_Tbl:0.6627",route-aware late core readout,,,,,,label_Tbl:8,label_Tbl:8,1.0,1.0,0.0,0.0,,"Q1_core_readout, Q3_residual_axis, Q4_trace_priority","# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    if route_matches_core(top_particle_rate=1.0000, knn_has_core=0.0000):
        logits += project_class_evidence(evidence)
    # role: route-aware late core readout; classes: label_Tbl:8",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L2_ch224:256,2,224:256,L2 late readout,L1 context and class-route evidence already mixed,"L1 context, class-evidence summaries, core/secondary competition",read L1 context -> aggregate class evidence -> write classifier support/competition,class evidence and class-competition support,W/Z structured-prong axis,core/top-k content with KNN/secondary context; not literal order index,W/Z structured-prong axis; residual remains,"# L2_ch224:256
for event:
    context = collect_L1_context()
    evidence = aggregate(context, axis='W/Z structured-prong axis')
    write_class_evidence(evidence)","class_grad:label_Wqq=1.1221, label_Zqq=1.0057, label_Hcc=0.7717 | global_gate_abs=0.7083 | relation_hits=2 | stream_hits=30 | class_grads=label_Wqq:1.1221, label_Zqq:1.0057, label_Hcc:0.7717, label_Tbl:0.6898, label_H4q:0.6133",0.7083240525222217,1.1220963969826698,HIGH_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.2,"output[:, 224:256, :]","[160, 256, 128]",0.40953508019447327,label_Tbl,0.15845579985115263,0.71796875,0.71796875,label_Hgg,-0.6442390106757085,late readout strongly anchored on particle0/leading-pT core,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.72, particle0 0.72","# L2_ch224:256: L2 output-aware pseudocode
for event:
    ctx = collect_L1_context()
    evidence = aggregate_class_evidence(ctx)
    if top_particle_is_core_or_particle0(rate=0.72):
        logits += project_core_readout(evidence)
    # output role: late readout strongly anchored on particle0/leading-pT core; top_class=label_Tbl; corr=label_Hgg:-0.6442",route-aware late core readout,,,,,,"label_Tbl:7, label_Hqql:1",label_Tbl:8,1.0,1.0,0.0,0.0,,"Q1_core_readout, Q3_residual_axis, Q4_trace_priority","# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    if route_matches_core(top_particle_rate=1.0000, knn_has_core=0.0000):
        logits += project_class_evidence(evidence)
    # role: route-aware late core readout; classes: label_Tbl:7, label_Hqql:1",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L2_ch0:32,2,0:32,L2 late readout,L1 context and class-route evidence already mixed,"L1 context, class-evidence summaries, core/secondary competition",read L1 context -> aggregate class evidence -> write classifier support/competition,class evidence and class-competition support,Hqql/Tbl core-confusion axis,core/top-k content with KNN/secondary context; not literal order index,Hqql/Tbl core-confusion axis; residual remains,"# L2_ch0:32
for event:
    context = collect_L1_context()
    evidence = aggregate(context, axis='Hqql/Tbl core-confusion axis')
    write_class_evidence(evidence)","class_grad:label_H4q=1.0545, label_Tbl=1.0411, label_Hqql=0.6474 | global_gate_abs=0.2611 | relation_hits=2 | stream_hits=30 | class_grads=label_H4q:1.0545, label_Tbl:1.0411, label_Hqql:0.6474, label_Hcc:0.3019, label_QCD:0.2690",0.2610779497063049,1.054504707455635,HIGH_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.2,"output[:, 0:32, :]","[160, 256, 128]",0.25941628217697144,label_Hqql,0.047456983062956065,0.42265625,0.42265625,label_Hbb,-0.3351594045304305,late readout moderately core-aligned,"writes strongest output for label_Hqql; top activation particle matches leading-pT 0.42, particle0 0.42","# L2_ch0:32: L2 output-aware pseudocode
for event:
    ctx = collect_L1_context()
    evidence = aggregate_class_evidence(ctx)
    if top_particle_is_core_or_particle0(rate=0.42):
        logits += project_core_readout(evidence)
    # output role: late readout moderately core-aligned; top_class=label_Hqql; corr=label_Hbb:-0.3352",late readout moderately core-aligned,,,,,,"label_Tbl:6, label_Tbqq:2","label_Tbl:6, label_Tbqq:2",0.75,0.75,0.0,0.0,,"Q1_core_readout, Q3_residual_axis, Q4_trace_priority","# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    if route_matches_core(top_particle_rate=0.7500, knn_has_core=0.0000):
        logits += project_class_evidence(evidence)
    # role: late readout moderately core-aligned; classes: label_Tbl:6, label_Tbqq:2",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L2_ch64:96,2,64:96,L2 late readout,L1 context and class-route evidence already mixed,"L1 context, class-evidence summaries, core/secondary competition",read L1 context -> aggregate class evidence -> write classifier support/competition,class evidence and class-competition support,Hqql/Tbl core-confusion axis,core/top-k content with KNN/secondary context; not literal order index,Hqql/Tbl core-confusion axis; residual remains,"# L2_ch64:96
for event:
    context = collect_L1_context()
    evidence = aggregate(context, axis='Hqql/Tbl core-confusion axis')
    write_class_evidence(evidence)","class_grad:label_QCD=0.9095, label_Hqql=0.4053, label_Tbl=0.4048 | global_gate_abs=0.3056 | relation_hits=2 | stream_hits=30 | class_grads=label_QCD:0.9095, label_Hqql:0.4053, label_Tbl:0.4048, label_Wqq:0.3195, label_Zqq:0.2910",0.3056455652433215,0.9094665572047234,MEDIUM_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.2,"output[:, 64:96, :]","[160, 256, 128]",0.32570886611938477,label_Tbl,0.08830818037192027,0.23359375,0.23359375,label_QCD,-0.5693232548271624,late readout with distributed/non-core particle evidence,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.23, particle0 0.23","# L2_ch64:96: L2 output-aware pseudocode
for event:
    ctx = collect_L1_context()
    evidence = aggregate_class_evidence(ctx)
    if top_particle_is_core_or_particle0(rate=0.23):
        logits += project_core_readout(evidence)
    # output role: late readout with distributed/non-core particle evidence; top_class=label_Tbl; corr=label_QCD:-0.5693",route-aware late core readout,,,,,,"label_Tbl:6, label_Hqql:2","label_Tbl:6, label_Hqql:2",1.0,1.0,0.0,0.0,,"Q1_core_readout, Q3_residual_axis, Q4_trace_priority","# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    if route_matches_core(top_particle_rate=1.0000, knn_has_core=0.0000):
        logits += project_class_evidence(evidence)
    # role: route-aware late core readout; classes: label_Tbl:6, label_Hqql:2",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L2_ch160:192,2,160:192,L2 late readout,L1 context and class-route evidence already mixed,"L1 context, class-evidence summaries, core/secondary competition",read L1 context -> aggregate class evidence -> write classifier support/competition,class evidence and class-competition support,Hqql/Tbl core-confusion axis,core/top-k content with KNN/secondary context; not literal order index,Hqql/Tbl core-confusion axis; residual remains,"# L2_ch160:192
for event:
    context = collect_L1_context()
    evidence = aggregate(context, axis='Hqql/Tbl core-confusion axis')
    write_class_evidence(evidence)","class_grad:label_Hqql=0.4768, label_QCD=0.2924, label_H4q=0.2516 | global_gate_abs=0.0423 | relation_hits=3 | stream_hits=30 | class_grads=label_Hqql:0.4768, label_QCD:0.2924, label_H4q:0.2516, label_Zqq:0.1109, label_Hcc:0.1041",0.04230899697795393,0.47683658078312874,MEDIUM_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.2,"output[:, 160:192, :]","[160, 256, 128]",0.236382395029068,label_Tbl,0.19782191659841272,0.24765625,0.24765625,label_Tbl,0.5800601881775377,late readout with distributed/non-core particle evidence,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.25, particle0 0.25","# L2_ch160:192: L2 output-aware pseudocode
for event:
    ctx = collect_L1_context()
    evidence = aggregate_class_evidence(ctx)
    if top_particle_is_core_or_particle0(rate=0.25):
        logits += project_core_readout(evidence)
    # output role: late readout with distributed/non-core particle evidence; top_class=label_Tbl; corr=label_Tbl:0.5801",route-aware late core readout,,,,,,"label_Tbl:7, label_Tbqq:1","label_Tbl:7, label_Tbqq:1",0.875,0.875,0.0,0.0,,"Q1_core_readout, Q3_residual_axis","# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    if route_matches_core(top_particle_rate=0.8750, knn_has_core=0.0000):
        logits += project_class_evidence(evidence)
    # role: route-aware late core readout; classes: label_Tbl:7, label_Tbqq:1",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L2_ch32:64,2,32:64,L2 late readout,L1 context and class-route evidence already mixed,"L1 context, class-evidence summaries, core/secondary competition",read L1 context -> aggregate class evidence -> write classifier support/competition,class evidence and class-competition support,W/Z structured-prong axis,core/top-k content with KNN/secondary context; not literal order index,W/Z structured-prong axis; residual remains,"# L2_ch32:64
for event:
    context = collect_L1_context()
    evidence = aggregate(context, axis='W/Z structured-prong axis')
    write_class_evidence(evidence)","class_grad:label_Tbl=0.4565, label_Hcc=0.3231, label_QCD=0.1790 | global_gate_abs=0.1306 | relation_hits=3 | stream_hits=30 | class_grads=label_Tbl:0.4565, label_Hcc:0.3231, label_QCD:0.1790, label_Wqq:0.1683, label_Zqq:0.1380",0.13062319853925153,0.45647553727030754,MEDIUM_CANDIDATE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.2,"output[:, 32:64, :]","[160, 256, 128]",0.4696109890937805,label_Tbl,0.17802997844086754,0.38125,0.38125,label_QCD,-0.5492946764630002,late readout moderately core-aligned,"writes strongest output for label_Tbl; top activation particle matches leading-pT 0.38, particle0 0.38","# L2_ch32:64: L2 output-aware pseudocode
for event:
    ctx = collect_L1_context()
    evidence = aggregate_class_evidence(ctx)
    if top_particle_is_core_or_particle0(rate=0.38):
        logits += project_core_readout(evidence)
    # output role: late readout moderately core-aligned; top_class=label_Tbl; corr=label_QCD:-0.5493",route-aware late core readout,,,,,,"label_Tbl:7, label_Tbqq:1","label_Tbl:7, label_Tbqq:1",0.875,0.875,0.0,0.0,,Q1_core_readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    if route_matches_core(top_particle_rate=0.8750, knn_has_core=0.0000):
        logits += project_class_evidence(evidence)
    # role: route-aware late core readout; classes: label_Tbl:7, label_Tbqq:1",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
L2_ch192:224,2,192:224,L2 late readout,L1 context and class-route evidence already mixed,"L1 context, class-evidence summaries, core/secondary competition",read L1 context -> aggregate class evidence -> write classifier support/competition,class evidence and class-competition support,W/Z structured-prong axis,core/top-k content with KNN/secondary context; not literal order index,W/Z structured-prong axis; residual remains,"# L2_ch192:224
for event:
    context = collect_L1_context()
    evidence = aggregate(context, axis='W/Z structured-prong axis')
    write_class_evidence(evidence)","class_grad:label_Wqq=0.3293, label_Tbl=0.2347, label_Hcc=0.1566 | global_gate_abs=0.0369 | relation_hits=2 | stream_hits=30 | class_grads=label_Wqq:0.3293, label_Tbl:0.2347, label_Hcc:0.1566, label_Zqq:0.0772, label_H4q:0.0406",0.036883427306383984,0.3292715549468994,LOW_NEEDS_MORE_EVIDENCE,"semantic pseudocode; needs route trace, residual v2, heldout/cross-model",route-neighbor trace; head-pair synergy; per-file heldout; residual v2,edge_convs.2,"output[:, 192:224, :]","[160, 256, 128]",0.3913664221763611,label_Tbqq,0.06998352458079656,0.30546875,0.30546875,label_QCD,-0.3176586444673205,late readout moderately core-aligned,"writes strongest output for label_Tbqq; top activation particle matches leading-pT 0.31, particle0 0.31","# L2_ch192:224: L2 output-aware pseudocode
for event:
    ctx = collect_L1_context()
    evidence = aggregate_class_evidence(ctx)
    if top_particle_is_core_or_particle0(rate=0.31):
        logits += project_core_readout(evidence)
    # output role: late readout moderately core-aligned; top_class=label_Tbqq; corr=label_QCD:-0.3177",late readout moderately core-aligned,,,,,,"label_Tbqq:5, label_Tbl:3","label_Tbqq:5, label_Tbl:3",0.375,0.375,0.0,0.0,,Q1_core_readout,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    if route_matches_core(top_particle_rate=0.3750, knn_has_core=0.0000):
        logits += project_class_evidence(evidence)
    # role: late readout moderately core-aligned; classes: label_Tbqq:5, label_Tbl:3",ROUTE_TRACE_V1_AVAILABLE,RESIDUAL_SIGNAL_REMAINS
